Station,Date,Measurement,Month,Year,Day,DoY
09/1979-05/1995,02/01/1986,17.6,01,1986,02,2
09/1979-05/1995,03/01/1986,0.9,01,1986,03,3
09/1979-05/1995,06/01/1986,1.5,01,1986,06,6
09/1979-05/1995,08/01/1986,2.6,01,1986,08,8
09/1979-05/1995,09/01/1986,0.3,01,1986,09,9
09/1979-05/1995,11/01/1986,8.3,01,1986,11,11
09/1979-05/1995,12/01/1986,12.9,01,1986,12,12
09/1979-05/1995,13/01/1986,6.5,01,1986,13,13
09/1979-05/1995,14/01/1986,25.8,01,1986,14,14
09/1979-05/1995,15/01/1986,3.9,01,1986,15,15
09/1979-05/1995,16/01/1986,0.8,01,1986,16,16
09/1979-05/1995,18/01/1986,8.3,01,1986,18,18
09/1979-05/1995,19/01/1986,2.1,01,1986,19,19
09/1979-05/1995,21/01/1986,0.4,01,1986,21,21
09/1979-05/1995,22/01/1986,0.3,01,1986,22,22
09/1979-05/1995,29/01/1986,0.0,01,1986,29,29
09/1979-05/1995,30/01/1986,0.0,01,1986,30,30
09/1979-05/1995,02/02/1986,0.1,02,1986,02,33
09/1979-05/1995,03/02/1986,0.0,02,1986,03,34
09/1979-05/1995,04/02/1986,3.9,02,1986,04,35
09/1979-05/1995,05/02/1986,18.2,02,1986,05,36
09/1979-05/1995,06/02/1986,3.2,02,1986,06,37
09/1979-05/1995,07/02/1986,0.1,02,1986,07,38
09/1979-05/1995,08/02/1986,19.7,02,1986,08,39
09/1979-05/1995,09/02/1986,17.4,02,1986,09,40
09/1979-05/1995,10/02/1986,0.1,02,1986,10,41
09/1979-05/1995,13/02/1986,7.3,02,1986,13,44
09/1979-05/1995,14/02/1986,37.5,02,1986,14,45
09/1979-05/1995,15/02/1986,10.2,02,1986,15,46
09/1979-05/1995,16/02/1986,0.0,02,1986,16,47
09/1979-05/1995,24/02/1986,0.1,02,1986,24,55
09/1979-05/1995,06/03/1986,0.3,03,1986,06,65
09/1979-05/1995,15/03/1986,0.1,03,1986,15,74
09/1979-05/1995,18/03/1986,7.5,03,1986,18,77
09/1979-05/1995,19/03/1986,4.5,03,1986,19,78
09/1979-05/1995,29/03/1986,2.0,03,1986,29,88
09/1979-05/1995,30/03/1986,4.4,03,1986,30,89
09/1979-05/1995,01/04/1986,0.3,04,1986,01,91
09/1979-05/1995,02/04/1986,0.5,04,1986,02,92
09/1979-05/1995,07/04/1986,0.9,04,1986,07,97
09/1979-05/1995,08/04/1986,1.9,04,1986,08,98
09/1979-05/1995,14/04/1986,0.0,04,1986,14,104
09/1979-05/1995,29/04/1986,0.0,04,1986,29,119
09/1979-05/1995,02/05/1986,4.7,05,1986,02,122
09/1979-05/1995,03/05/1986,2.3,05,1986,03,123
09/1979-05/1995,11/05/1986,0.2,05,1986,11,131
09/1979-05/1995,13/05/1986,0.3,05,1986,13,133
09/1979-05/1995,14/05/1986,0.9,05,1986,14,134
09/1979-05/1995,15/05/1986,3.9,05,1986,15,135
09/1979-05/1995,19/09/1986,0.0,09,1986,19,262
09/1979-05/1995,01/10/1986,31.1,10,1986,01,274
09/1979-05/1995,02/10/1986,18.6,10,1986,02,275
09/1979-05/1995,03/10/1986,1.1,10,1986,03,276
09/1979-05/1995,13/10/1986,0.0,10,1986,13,286
09/1979-05/1995,22/10/1986,1.7,10,1986,22,295
09/1979-05/1995,29/10/1986,0.0,10,1986,29,302
09/1979-05/1995,01/11/1986,20.5,11,1986,01,305
09/1979-05/1995,02/11/1986,31.7,11,1986,02,306
09/1979-05/1995,03/11/1986,3.4,11,1986,03,307
09/1979-05/1995,04/11/1986,5.9,11,1986,04,308
09/1979-05/1995,05/11/1986,0.1,11,1986,05,309
09/1979-05/1995,06/11/1986,12.7,11,1986,06,310
09/1979-05/1995,07/11/1986,16.9,11,1986,07,311
09/1979-05/1995,08/11/1986,26.6,11,1986,08,312
09/1979-05/1995,09/11/1986,26.0,11,1986,09,313
09/1979-05/1995,10/11/1986,0.9,11,1986,10,314
09/1979-05/1995,11/11/1986,6.3,11,1986,11,315
09/1979-05/1995,28/11/1986,34.5,11,1986,28,332
09/1979-05/1995,29/11/1986,0.9,11,1986,29,333
09/1979-05/1995,30/11/1986,5.9,11,1986,30,334
09/1979-05/1995,01/12/1986,2.9,12,1986,01,335
09/1979-05/1995,08/12/1986,2.6,12,1986,08,342
09/1979-05/1995,09/12/1986,9.0,12,1986,09,343
09/1979-05/1995,10/12/1986,0.2,12,1986,10,344
09/1979-05/1995,12/12/1986,0.1,12,1986,12,346
09/1979-05/1995,13/12/1986,2.5,12,1986,13,347
09/1979-05/1995,14/12/1986,2.8,12,1986,14,348
09/1979-05/1995,18/12/1986,4.9,12,1986,18,352
09/1979-05/1995,19/12/1986,29.7,12,1986,19,353
09/1979-05/1995,20/12/1986,4.2,12,1986,20,354
09/1979-05/1995,21/12/1986,18.1,12,1986,21,355
09/1979-05/1995,22/12/1986,0.9,12,1986,22,356
09/1979-05/1995,26/12/1986,1.7,12,1986,26,360
09/1979-05/1995,27/12/1986,20.8,12,1986,27,361
09/1979-05/1995,29/12/1986,23.2,12,1986,29,363
09/1979-05/1995,30/12/1986,1.9,12,1986,30,364
09/1979-05/1995,31/12/1986,0.1,12,1986,31,365
09/1979-05/1995,01/01/1987,6.1,01,1987,01,1
09/1979-05/1995,02/01/1987,4.0,01,1987,02,2
09/1979-05/1995,03/01/1987,5.0,01,1987,03,3
09/1979-05/1995,05/01/1987,19.3,01,1987,05,5
09/1979-05/1995,06/01/1987,7.4,01,1987,06,6
09/1979-05/1995,07/01/1987,3.6,01,1987,07,7
09/1979-05/1995,09/01/1987,9.1,01,1987,09,9
09/1979-05/1995,10/01/1987,0.1,01,1987,10,10
09/1979-05/1995,22/01/1987,2.2,01,1987,22,22
09/1979-05/1995,23/01/1987,13.4,01,1987,23,23
09/1979-05/1995,24/01/1987,10.2,01,1987,24,24
09/1979-05/1995,25/01/1987,41.0,01,1987,25,25
09/1979-05/1995,26/01/1987,9.7,01,1987,26,26
09/1979-05/1995,27/01/1987,0.3,01,1987,27,27
09/1979-05/1995,02/02/1987,16.1,02,1987,02,33
09/1979-05/1995,03/02/1987,13.8,02,1987,03,34
09/1979-05/1995,07/02/1987,0.1,02,1987,07,38
09/1979-05/1995,08/02/1987,8.6,02,1987,08,39
09/1979-05/1995,09/02/1987,6.5,02,1987,09,40
09/1979-05/1995,18/02/1987,1.7,02,1987,18,49
09/1979-05/1995,19/02/1987,1.7,02,1987,19,50
09/1979-05/1995,24/02/1987,0.0,02,1987,24,55
09/1979-05/1995,25/02/1987,4.5,02,1987,25,56
09/1979-05/1995,26/02/1987,4.2,02,1987,26,57
09/1979-05/1995,27/02/1987,1.1,02,1987,27,58
09/1979-05/1995,28/02/1987,0.1,02,1987,28,59
09/1979-05/1995,01/03/1987,0.5,03,1987,01,60
09/1979-05/1995,02/03/1987,0.5,03,1987,02,61
09/1979-05/1995,03/03/1987,0.0,03,1987,03,62
09/1979-05/1995,04/03/1987,0.3,03,1987,04,63
09/1979-05/1995,05/03/1987,15.3,03,1987,05,64
09/1979-05/1995,06/03/1987,4.2,03,1987,06,65
09/1979-05/1995,07/03/1987,4.1,03,1987,07,66
09/1979-05/1995,08/03/1987,4.5,03,1987,08,67
09/1979-05/1995,09/03/1987,9.8,03,1987,09,68
09/1979-05/1995,10/03/1987,3.0,03,1987,10,69
09/1979-05/1995,11/03/1987,0.3,03,1987,11,70
09/1979-05/1995,12/03/1987,6.4,03,1987,12,71
09/1979-05/1995,13/03/1987,24.4,03,1987,13,72
09/1979-05/1995,14/03/1987,15.0,03,1987,14,73
09/1979-05/1995,15/03/1987,0.2,03,1987,15,74
09/1979-05/1995,16/03/1987,9.6,03,1987,16,75
09/1979-05/1995,17/03/1987,1.1,03,1987,17,76
09/1979-05/1995,18/03/1987,0.2,03,1987,18,77
09/1979-05/1995,23/03/1987,3.2,03,1987,23,82
09/1979-05/1995,24/03/1987,2.4,03,1987,24,83
09/1979-05/1995,25/03/1987,10.9,03,1987,25,84
09/1979-05/1995,26/03/1987,6.0,03,1987,26,85
09/1979-05/1995,27/03/1987,0.0,03,1987,27,86
09/1979-05/1995,01/04/1987,0.1,04,1987,01,91
09/1979-05/1995,03/04/1987,3.3,04,1987,03,93
09/1979-05/1995,12/04/1987,0.0,04,1987,12,102
09/1979-05/1995,18/04/1987,2.9,04,1987,18,108
09/1979-05/1995,19/04/1987,0.5,04,1987,19,109
09/1979-05/1995,25/04/1987,1.9,04,1987,25,115
09/1979-05/1995,18/10/1987,20.1,10,1987,18,291
09/1979-05/1995,21/10/1987,0.5,10,1987,21,294
09/1979-05/1995,23/10/1987,0.5,10,1987,23,296
09/1979-05/1995,28/10/1987,0.7,10,1987,28,301
09/1979-05/1995,29/10/1987,0.3,10,1987,29,302
09/1979-05/1995,01/11/1987,16.8,11,1987,01,305
09/1979-05/1995,02/11/1987,2.0,11,1987,02,306
09/1979-05/1995,05/11/1987,11.0,11,1987,05,309
09/1979-05/1995,06/11/1987,25.7,11,1987,06,310
09/1979-05/1995,07/11/1987,0.0,11,1987,07,311
09/1979-05/1995,04/12/1987,4.0,12,1987,04,338
09/1979-05/1995,05/12/1987,16.7,12,1987,05,339
09/1979-05/1995,06/12/1987,0.3,12,1987,06,340
09/1979-05/1995,07/12/1987,8.7,12,1987,07,341
09/1979-05/1995,08/12/1987,0.3,12,1987,08,342
09/1979-05/1995,11/12/1987,0.2,12,1987,11,345
09/1979-05/1995,12/12/1987,3.4,12,1987,12,346
09/1979-05/1995,13/12/1987,0.4,12,1987,13,347
09/1979-05/1995,18/12/1987,0.5,12,1987,18,352
09/1979-05/1995,19/12/1987,17.7,12,1987,19,353
09/1979-05/1995,20/12/1987,15.0,12,1987,20,354
09/1979-05/1995,21/12/1987,14.0,12,1987,21,355
09/1979-05/1995,22/12/1987,42.5,12,1987,22,356
09/1979-05/1995,23/12/1987,40.0,12,1987,23,357
09/1979-05/1995,24/12/1987,10.8,12,1987,24,358
09/1979-05/1995,25/12/1987,14.9,12,1987,25,359
09/1979-05/1995,26/12/1987,2.6,12,1987,26,360
09/1979-05/1995,27/12/1987,3.7,12,1987,27,361
09/1979-05/1995,28/12/1987,0.0,12,1987,28,362
09/1979-05/1995,29/12/1987,3.0,12,1987,29,363
09/1979-05/1995,30/12/1987,0.1,12,1987,30,364
09/1979-05/1995,03/01/1988,3.5,01,1988,03,3
09/1979-05/1995,04/01/1988,24.1,01,1988,04,4
09/1979-05/1995,05/01/1988,13.9,01,1988,05,5
09/1979-05/1995,06/01/1988,8.6,01,1988,06,6
09/1979-05/1995,10/01/1988,0.1,01,1988,10,10
09/1979-05/1995,11/01/1988,3.4,01,1988,11,11
09/1979-05/1995,12/01/1988,1.6,01,1988,12,12
09/1979-05/1995,13/01/1988,3.1,01,1988,13,13
09/1979-05/1995,14/01/1988,0.1,01,1988,14,14
09/1979-05/1995,15/01/1988,18.3,01,1988,15,15
09/1979-05/1995,16/01/1988,6.1,01,1988,16,16
09/1979-05/1995,17/01/1988,0.1,01,1988,17,17
09/1979-05/1995,20/01/1988,2.3,01,1988,20,20
09/1979-05/1995,21/01/1988,1.7,01,1988,21,21
09/1979-05/1995,22/01/1988,3.7,01,1988,22,22
09/1979-05/1995,23/01/1988,1.5,01,1988,23,23
09/1979-05/1995,24/01/1988,0.7,01,1988,24,24
09/1979-05/1995,25/01/1988,4.7,01,1988,25,25
09/1979-05/1995,26/01/1988,0.2,01,1988,26,26
09/1979-05/1995,27/01/1988,1.8,01,1988,27,27
09/1979-05/1995,28/01/1988,0.8,01,1988,28,28
09/1979-05/1995,29/01/1988,0.2,01,1988,29,29
09/1979-05/1995,31/01/1988,16.1,01,1988,31,31
09/1979-05/1995,01/02/1988,52.2,02,1988,01,32
09/1979-05/1995,02/02/1988,4.5,02,1988,02,33
09/1979-05/1995,03/02/1988,0.1,02,1988,03,34
09/1979-05/1995,12/02/1988,0.7,02,1988,12,43
09/1979-05/1995,13/02/1988,8.4,02,1988,13,44
09/1979-05/1995,15/02/1988,0.8,02,1988,15,46
09/1979-05/1995,16/02/1988,7.3,02,1988,16,47
09/1979-05/1995,17/02/1988,10.9,02,1988,17,48
09/1979-05/1995,18/02/1988,2.4,02,1988,18,49
09/1979-05/1995,19/02/1988,0.4,02,1988,19,50
09/1979-05/1995,21/02/1988,2.1,02,1988,21,52
09/1979-05/1995,22/02/1988,10.2,02,1988,22,53
09/1979-05/1995,23/02/1988,16.4,02,1988,23,54
09/1979-05/1995,24/02/1988,2.9,02,1988,24,55
09/1979-05/1995,26/02/1988,0.1,02,1988,26,57
09/1979-05/1995,27/02/1988,1.7,02,1988,27,58
09/1979-05/1995,28/02/1988,0.9,02,1988,28,59
09/1979-05/1995,29/02/1988,0.0,02,1988,29,60
09/1979-05/1995,01/03/1988,0.3,03,1988,01,61
09/1979-05/1995,02/03/1988,2.5,03,1988,02,62
09/1979-05/1995,03/03/1988,10.8,03,1988,03,63
09/1979-05/1995,04/03/1988,0.1,03,1988,04,64
09/1979-05/1995,06/03/1988,18.0,03,1988,06,66
09/1979-05/1995,07/03/1988,4.5,03,1988,07,67
09/1979-05/1995,08/03/1988,2.8,03,1988,08,68
09/1979-05/1995,09/03/1988,0.9,03,1988,09,69
09/1979-05/1995,10/03/1988,2.4,03,1988,10,70
09/1979-05/1995,11/03/1988,3.0,03,1988,11,71
09/1979-05/1995,12/03/1988,3.7,03,1988,12,72
09/1979-05/1995,13/03/1988,6.4,03,1988,13,73
09/1979-05/1995,19/03/1988,15.2,03,1988,19,79
09/1979-05/1995,20/03/1988,10.4,03,1988,20,80
09/1979-05/1995,21/03/1988,1.2,03,1988,21,81
09/1979-05/1995,22/03/1988,1.4,03,1988,22,82
09/1979-05/1995,23/03/1988,0.1,03,1988,23,83
09/1979-05/1995,25/03/1988,2.4,03,1988,25,85
09/1979-05/1995,26/03/1988,0.0,03,1988,26,86
09/1979-05/1995,16/04/1988,9.7,04,1988,16,107
09/1979-05/1995,17/04/1988,0.0,04,1988,17,108
09/1979-05/1995,21/04/1988,0.0,04,1988,21,112
09/1979-05/1995,23/04/1988,2.1,04,1988,23,114
09/1979-05/1995,30/04/1988,0.0,04,1988,30,121
09/1979-05/1995,08/09/1988,0.1,09,1988,08,252
09/1979-05/1995,25/09/1988,0.2,09,1988,25,269
09/1979-05/1995,17/10/1988,0.2,10,1988,17,291
09/1979-05/1995,18/10/1988,1.2,10,1988,18,292
09/1979-05/1995,19/10/1988,0.0,10,1988,19,293
09/1979-05/1995,29/10/1988,11.5,10,1988,29,303
09/1979-05/1995,30/10/1988,12.4,10,1988,30,304
09/1979-05/1995,02/11/1988,0.9,11,1988,02,307
09/1979-05/1995,10/11/1988,6.1,11,1988,10,315
09/1979-05/1995,11/11/1988,0.1,11,1988,11,316
09/1979-05/1995,12/11/1988,0.0,11,1988,12,317
09/1979-05/1995,17/11/1988,0.0,11,1988,17,322
09/1979-05/1995,18/11/1988,20.5,11,1988,18,323
09/1979-05/1995,19/11/1988,8.8,11,1988,19,324
09/1979-05/1995,27/11/1988,0.6,11,1988,27,332
09/1979-05/1995,28/11/1988,0.1,11,1988,28,333
09/1979-05/1995,29/11/1988,0.0,11,1988,29,334
09/1979-05/1995,05/12/1988,2.1,12,1988,05,340
09/1979-05/1995,06/12/1988,3.3,12,1988,06,341
09/1979-05/1995,11/12/1988,0.1,12,1988,11,346
09/1979-05/1995,12/12/1988,0.0,12,1988,12,347
09/1979-05/1995,13/12/1988,0.0,12,1988,13,348
09/1979-05/1995,14/12/1988,8.9,12,1988,14,349
09/1979-05/1995,16/12/1988,6.4,12,1988,16,351
09/1979-05/1995,17/12/1988,0.2,12,1988,17,352
09/1979-05/1995,18/12/1988,24.9,12,1988,18,353
09/1979-05/1995,19/12/1988,29.2,12,1988,19,354
09/1979-05/1995,20/12/1988,0.8,12,1988,20,355
09/1979-05/1995,24/12/1988,31.3,12,1988,24,359
09/1979-05/1995,25/12/1988,16.0,12,1988,25,360
09/1979-05/1995,26/12/1988,20.7,12,1988,26,361
09/1979-05/1995,27/12/1988,0.4,12,1988,27,362
09/1979-05/1995,02/01/1989,6.0,01,1989,02,2
09/1979-05/1995,05/01/1989,0.3,01,1989,05,5
09/1979-05/1995,08/01/1989,1.7,01,1989,08,8
09/1979-05/1995,09/01/1989,7.6,01,1989,09,9
09/1979-05/1995,10/01/1989,4.2,01,1989,10,10
09/1979-05/1995,12/01/1989,0.0,01,1989,12,12
09/1979-05/1995,13/01/1989,1.3,01,1989,13,13
09/1979-05/1995,15/01/1989,14.9,01,1989,15,15
09/1979-05/1995,20/01/1989,3.1,01,1989,20,20
09/1979-05/1995,21/01/1989,0.4,01,1989,21,21
09/1979-05/1995,28/01/1989,3.9,01,1989,28,28
09/1979-05/1995,29/01/1989,0.1,01,1989,29,29
09/1979-05/1995,10/02/1989,15.2,02,1989,10,41
09/1979-05/1995,11/02/1989,5.0,02,1989,11,42
09/1979-05/1995,12/02/1989,0.6,02,1989,12,43
09/1979-05/1995,18/02/1989,2.2,02,1989,18,49
09/1979-05/1995,19/02/1989,2.7,02,1989,19,50
09/1979-05/1995,04/03/1989,0.7,03,1989,04,63
09/1979-05/1995,13/03/1989,7.2,03,1989,13,72
09/1979-05/1995,14/03/1989,29.0,03,1989,14,73
09/1979-05/1995,15/03/1989,18.5,03,1989,15,74
09/1979-05/1995,16/03/1989,4.4,03,1989,16,75
09/1979-05/1995,27/03/1989,17.6,03,1989,27,86
09/1979-05/1995,28/03/1989,1.8,03,1989,28,87
09/1979-05/1995,27/04/1989,0.0,04,1989,27,117
09/1979-05/1995,06/10/1989,3.0,10,1989,06,279
09/1979-05/1995,12/10/1989,0.6,10,1989,12,285
09/1979-05/1995,18/10/1989,2.8,10,1989,18,291
09/1979-05/1995,19/10/1989,1.5,10,1989,19,292
09/1979-05/1995,20/10/1989,1.0,10,1989,20,293
09/1979-05/1995,29/10/1989,5.9,10,1989,29,302
09/1979-05/1995,30/10/1989,3.7,10,1989,30,303
09/1979-05/1995,31/10/1989,14.7,10,1989,31,304
09/1979-05/1995,05/11/1989,0.0,11,1989,05,309
09/1979-05/1995,11/11/1989,3.2,11,1989,11,315
09/1979-05/1995,13/11/1989,10.3,11,1989,13,317
09/1979-05/1995,14/11/1989,22.0,11,1989,14,318
09/1979-05/1995,15/11/1989,16.7,11,1989,15,319
09/1979-05/1995,16/11/1989,7.4,11,1989,16,320
09/1979-05/1995,17/11/1989,4.3,11,1989,17,321
09/1979-05/1995,18/11/1989,9.7,11,1989,18,322
09/1979-05/1995,29/11/1989,18.8,11,1989,29,333
09/1979-05/1995,30/11/1989,2.8,11,1989,30,334
09/1979-05/1995,06/12/1989,8.7,12,1989,06,340
09/1979-05/1995,07/12/1989,1.3,12,1989,07,341
09/1979-05/1995,08/12/1989,13.0,12,1989,08,342
09/1979-05/1995,09/12/1989,0.2,12,1989,09,343
09/1979-05/1995,11/12/1989,20.7,12,1989,11,345
09/1979-05/1995,13/12/1989,1.8,12,1989,13,347
09/1979-05/1995,14/12/1989,4.3,12,1989,14,348
09/1979-05/1995,30/12/1989,0.5,12,1989,30,364
09/1979-05/1995,31/12/1989,1.7,12,1989,31,365
09/1979-05/1995,01/01/1990,0.9,01,1990,01,1
09/1979-05/1995,02/01/1990,0.9,01,1990,02,2
09/1979-05/1995,03/01/1990,15.3,01,1990,03,3
09/1979-05/1995,04/01/1990,7.9,01,1990,04,4
09/1979-05/1995,07/01/1990,0.2,01,1990,07,7
09/1979-05/1995,15/01/1990,0.6,01,1990,15,15
09/1979-05/1995,16/01/1990,6.9,01,1990,16,16
09/1979-05/1995,17/01/1990,1.1,01,1990,17,17
09/1979-05/1995,19/01/1990,0.2,01,1990,19,19
09/1979-05/1995,20/01/1990,4.5,01,1990,20,20
09/1979-05/1995,21/01/1990,9.4,01,1990,21,21
09/1979-05/1995,22/01/1990,6.9,01,1990,22,22
09/1979-05/1995,26/01/1990,7.1,01,1990,26,26
09/1979-05/1995,27/01/1990,1.4,01,1990,27,27
09/1979-05/1995,05/02/1990,7.6,02,1990,05,36
09/1979-05/1995,06/02/1990,17.1,02,1990,06,37
09/1979-05/1995,07/02/1990,0.4,02,1990,07,38
09/1979-05/1995,08/02/1990,0.3,02,1990,08,39
09/1979-05/1995,09/02/1990,9.1,02,1990,09,40
09/1979-05/1995,10/02/1990,2.3,02,1990,10,41
09/1979-05/1995,11/02/1990,4.8,02,1990,11,42
09/1979-05/1995,12/02/1990,6.5,02,1990,12,43
09/1979-05/1995,13/02/1990,0.3,02,1990,13,44
09/1979-05/1995,14/02/1990,21.5,02,1990,14,45
09/1979-05/1995,15/02/1990,0.2,02,1990,15,46
09/1979-05/1995,17/02/1990,9.1,02,1990,17,48
09/1979-05/1995,18/02/1990,13.9,02,1990,18,49
09/1979-05/1995,22/02/1990,1.3,02,1990,22,53
09/1979-05/1995,28/02/1990,3.9,02,1990,28,59
09/1979-05/1995,01/03/1990,26.9,03,1990,01,60
09/1979-05/1995,05/03/1990,0.6,03,1990,05,64
09/1979-05/1995,06/03/1990,0.4,03,1990,06,65
09/1979-05/1995,10/03/1990,0.0,03,1990,10,69
09/1979-05/1995,11/03/1990,3.0,03,1990,11,70
09/1979-05/1995,12/03/1990,10.2,03,1990,12,71
09/1979-05/1995,13/03/1990,1.4,03,1990,13,72
09/1979-05/1995,23/03/1990,2.4,03,1990,23,82
09/1979-05/1995,31/03/1990,12.0,03,1990,31,90
09/1979-05/1995,01/04/1990,14.8,04,1990,01,91
09/1979-05/1995,02/04/1990,5.4,04,1990,02,92
09/1979-05/1995,03/04/1990,2.7,04,1990,03,93
09/1979-05/1995,11/04/1990,0.0,04,1990,11,101
09/1979-05/1995,18/10/1990,0.4,10,1990,18,291
09/1979-05/1995,27/10/1990,1.0,10,1990,27,300
09/1979-05/1995,08/11/1990,10.0,11,1990,08,312
09/1979-05/1995,09/11/1990,2.9,11,1990,09,313
09/1979-05/1995,10/11/1990,5.7,11,1990,10,314
09/1979-05/1995,20/11/1990,0.0,11,1990,20,324
09/1979-05/1995,21/11/1990,0.3,11,1990,21,325
09/1979-05/1995,03/12/1990,4.8,12,1990,03,337
09/1979-05/1995,13/12/1990,0.0,12,1990,13,347
09/1979-05/1995,16/12/1990,0.2,12,1990,16,350
09/1979-05/1995,20/12/1990,11.3,12,1990,20,354
09/1979-05/1995,21/12/1990,6.8,12,1990,21,355
09/1979-05/1995,22/12/1990,0.5,12,1990,22,356
09/1979-05/1995,23/12/1990,23.0,12,1990,23,357
09/1979-05/1995,24/12/1990,6.2,12,1990,24,358
09/1979-05/1995,03/01/1991,16.5,01,1991,03,3
09/1979-05/1995,16/01/1991,0.4,01,1991,16,16
09/1979-05/1995,17/01/1991,1.0,01,1991,17,17
09/1979-05/1995,19/01/1991,0.3,01,1991,19,19
09/1979-05/1995,20/01/1991,3.7,01,1991,20,20
09/1979-05/1995,21/01/1991,5.2,01,1991,21,21
09/1979-05/1995,22/01/1991,19.3,01,1991,22,22
09/1979-05/1995,23/01/1991,5.4,01,1991,23,23
09/1979-05/1995,24/01/1991,7.0,01,1991,24,24
09/1979-05/1995,25/01/1991,2.6,01,1991,25,25
09/1979-05/1995,26/01/1991,0.0,01,1991,26,26
09/1979-05/1995,29/01/1991,0.6,01,1991,29,29
09/1979-05/1995,30/01/1991,28.2,01,1991,30,30
09/1979-05/1995,31/01/1991,9.0,01,1991,31,31
09/1979-05/1995,01/02/1991,0.6,02,1991,01,32
09/1979-05/1995,02/02/1991,13.9,02,1991,02,33
09/1979-05/1995,03/02/1991,2.9,02,1991,03,34
09/1979-05/1995,04/02/1991,0.2,02,1991,04,35
09/1979-05/1995,07/02/1991,1.1,02,1991,07,38
09/1979-05/1995,08/02/1991,8.2,02,1991,08,39
09/1979-05/1995,16/02/1991,19.7,02,1991,16,47
09/1979-05/1995,23/02/1991,2.3,02,1991,23,54
09/1979-05/1995,25/02/1991,5.2,02,1991,25,56
09/1979-05/1995,26/02/1991,1.2,02,1991,26,57
09/1979-05/1995,27/02/1991,1.8,02,1991,27,58
09/1979-05/1995,01/03/1991,4.7,03,1991,01,60
09/1979-05/1995,02/03/1991,1.0,03,1991,02,61
09/1979-05/1995,05/03/1991,7.9,03,1991,05,64
09/1979-05/1995,07/03/1991,0.4,03,1991,07,66
09/1979-05/1995,12/03/1991,1.2,03,1991,12,71
09/1979-05/1995,13/03/1991,5.8,03,1991,13,72
09/1979-05/1995,14/03/1991,0.3,03,1991,14,73
09/1979-05/1995,17/03/1991,5.4,03,1991,17,76
09/1979-05/1995,21/03/1991,7.6,03,1991,21,80
09/1979-05/1995,22/03/1991,41.0,03,1991,22,81
09/1979-05/1995,23/03/1991,7.9,03,1991,23,82
09/1979-05/1995,24/03/1991,0.0,03,1991,24,83
09/1979-05/1995,09/04/1991,2.9,04,1991,09,99
09/1979-05/1995,10/04/1991,16.1,04,1991,10,100
09/1979-05/1995,11/04/1991,0.5,04,1991,11,101
09/1979-05/1995,30/04/1991,4.3,04,1991,30,120
09/1979-05/1995,01/05/1991,1.0,05,1991,01,121
09/1979-05/1995,19/09/1991,0.0,09,1991,19,262
09/1979-05/1995,20/09/1991,0.0,09,1991,20,263
09/1979-05/1995,12/10/1991,1.0,10,1991,12,285
09/1979-05/1995,13/10/1991,4.7,10,1991,13,286
09/1979-05/1995,14/10/1991,0.1,10,1991,14,287
09/1979-05/1995,25/10/1991,18.7,10,1991,25,298
09/1979-05/1995,02/11/1991,7.3,11,1991,02,306
09/1979-05/1995,03/11/1991,33.3,11,1991,03,307
09/1979-05/1995,04/11/1991,0.7,11,1991,04,308
09/1979-05/1995,05/11/1991,0.2,11,1991,05,309
09/1979-05/1995,10/11/1991,1.6,11,1991,10,314
09/1979-05/1995,19/11/1991,1.2,11,1991,19,323
09/1979-05/1995,27/11/1991,9.3,11,1991,27,331
09/1979-05/1995,28/11/1991,20.0,11,1991,28,332
09/1979-05/1995,29/11/1991,14.2,11,1991,29,333
09/1979-05/1995,30/11/1991,24.3,11,1991,30,334
09/1979-05/1995,01/12/1991,15.5,12,1991,01,335
09/1979-05/1995,02/12/1991,19.4,12,1991,02,336
09/1979-05/1995,03/12/1991,21.3,12,1991,03,337
09/1979-05/1995,04/12/1991,4.3,12,1991,04,338
09/1979-05/1995,06/12/1991,0.1,12,1991,06,340
09/1979-05/1995,08/12/1991,20.0,12,1991,08,342
09/1979-05/1995,09/12/1991,30.8,12,1991,09,343
09/1979-05/1995,10/12/1991,0.4,12,1991,10,344
09/1979-05/1995,11/12/1991,24.3,12,1991,11,345
09/1979-05/1995,12/12/1991,13.5,12,1991,12,346
09/1979-05/1995,13/12/1991,5.7,12,1991,13,347
09/1979-05/1995,14/12/1991,0.2,12,1991,14,348
09/1979-05/1995,19/12/1991,1.9,12,1991,19,353
09/1979-05/1995,20/12/1991,0.5,12,1991,20,354
09/1979-05/1995,24/12/1991,12.7,12,1991,24,358
09/1979-05/1995,25/12/1991,6.3,12,1991,25,359
09/1979-05/1995,26/12/1991,0.8,12,1991,26,360
09/1979-05/1995,27/12/1991,30.2,12,1991,27,361
09/1979-05/1995,28/12/1991,3.0,12,1991,28,362
09/1979-05/1995,30/12/1991,18.0,12,1991,30,364
09/1979-05/1995,31/12/1991,26.8,12,1991,31,365
09/1979-05/1995,01/01/1992,24.1,01,1992,01,1
09/1979-05/1995,02/01/1992,19.2,01,1992,02,2
09/1979-05/1995,04/01/1992,0.3,01,1992,04,4
09/1979-05/1995,06/01/1992,4.0,01,1992,06,6
09/1979-05/1995,07/01/1992,3.3,01,1992,07,7
09/1979-05/1995,12/01/1992,0.0,01,1992,12,12
09/1979-05/1995,13/01/1992,3.1,01,1992,13,13
